代號,校名,系名,標準,考取級分
國立雲林科技大學,會計系,總級分(65),1,64
國立臺北科技大學,資訊與財金管理系,總級分(70),1,64
國立高雄科技大學,國際企業系,總級分(61),1,64
國立高雄科技大學,企業管理系,總級分(59),1,64
國立高雄科技大學,財政稅務系,總級分(62),1,64
國立高雄科技大學,智慧商務系,"09商管群/超篩總級分(57),英文+數學(18),專一(12)",1,64
國立臺北商業大學,會計資訊系（臺北校區）,總級分(65),1,64
國立臺北商業大學,財務金融系（臺北校區）,總級分(68),1,64
國立臺北商業大學,財政稅務系（臺北校區）,總級分(66),1,64
國立臺中教育大學,國際企業學系,09商管群/總級分(62),1,64
中原大學,國際經營與貿易學系,"09商管群/超篩總級分(57),國文(9),英文(12)",1,64
中原大學,會計學系,"超篩總級分(52),數學+總級分(58),英文+專二(21)",1,64
中原大學,資訊管理學系,09商管群/總級分(56),1,64
國立雲林科技大學,財務金融系,總級分(67),3,65
國立臺北科技大學,經營管理系,總級分(66),3,65
國立彰化師範大學,財務金融技術學系,"超篩總級分(63),英文+數學(26)",3,65
國立臺灣科技大學,企業管理系,總級分(68),2,65
國立高雄科技大學,財務管理系,總級分(64),2,65
國立臺北商業大學,財務金融系（臺北校區）,總級分(68),2,65
國立臺北商業大學,財政稅務系（臺北校區）,總級分(66),2,65
國立雲林科技大學,企業管理系,總級分(64),1,65
國立高雄科技大學,國際企業系,總級分(61),1,65
國立高雄科技大學,金融系,總級分(62),1,65
國立臺中科技大學,財務金融系,總級分(63),1,65
國立臺北商業大學,國際商務系（臺北校區）,總級分(65),1,65
國立臺灣科技大學,企業管理系,總級分(68),7,66
國立臺北科技大學,經營管理系,總級分(66),5,66
國立臺灣科技大學,資訊管理系,總級分(70),3,66
國立雲林科技大學,企業管理系,總級分(64),2,66
國立臺中科技大學,財務金融系,總級分(63),2,66
國立臺北商業大學,會計資訊系（臺北校區）,總級分(65),2,66
國立臺北商業大學,企業管理系（臺北校區）,總級分(65),2,66
國立臺北商業大學,資訊管理系（臺北校區）,總級分(66),2,66
國立雲林科技大學,工業工程與管理系,總級分(63),1,66
國立雲林科技大學,資訊管理系,總級分(64),1,66
國立雲林科技大學,財務金融系,總級分(67),1,66
國立雲林科技大學,會計系,總級分(65),1,66
國立臺北科技大學,工業工程與管理系,總級分(66),1,66
國立臺北科技大學,資訊與財金管理系,總級分(70),1,66
國立高雄科技大學,資訊管理系,09商管群/總級分(61),1,66
國立高雄科技大學,財務管理系,總級分(64),1,66
國立臺北商業大學,財政稅務系（臺北校區）,總級分(66),1,66
國立彰化師範大學,財務金融技術學系,"超篩總級分(63),英文+數學(26)",1,66
國立臺灣藝術大學,圖文傳播藝術學系,總級分(63),1,66
中原大學,會計學系,"超篩總級分(52),數學+總級分(58),英文+專二(21)",1,66
中原大學,資訊管理學系(資管類),總級分(56),1,66
國立臺灣科技大學,企業管理系,總級分(68),3,67
國立臺北科技大學,工業工程與管理系,總級分(66),2,67
國立雲林科技大學,企業管理系,總級分(64),1,67
國立臺北科技大學,經營管理系,總級分(66),1,67
國立高雄科技大學,財務管理系,總級分(64),1,67
國立臺北商業大學,會計資訊系（臺北校區）,總級分(65),1,67
國立臺北商業大學,財政稅務系（臺北校區）,總級分(66),1,67
國立中正大學,經濟學系,"超篩總級分(70),國文(12),英文(13),數學+專一+專二(42)",1,67
國立彰化師範大學,財務金融技術學系,"超篩總級分(63),英文+數學(26)",1,67
中原大學,會計學系,"超篩總級分(52),數學+總級分(58),英文+專二(21)",1,67
逢甲大學,會計學系,"超篩總級分(52),國文(11),英文+總級分(64)",1,67
國立臺灣科技大學,企業管理系,總級分(68),3,68
國立臺灣科技大學,資訊管理系,總級分(70),2,68
國立臺北科技大學,資訊與財金管理系,總級分(70),2,68
國立雲林科技大學,資訊管理系,總級分(64),1,68
國立臺北商業大學,財務金融系（臺北校區）,總級分(68),1,68
國立臺北商業大學,資訊管理系（臺北校區）,總級分(66),1,68
中原大學,資訊管理學系(資管類),總級分(56),1,68
國立臺灣科技大學,企業管理系,總級分(68),1,69
國立臺灣科技大學,資訊管理系,總級分(70),1,69
國立雲林科技大學,資訊管理系,總級分(64),1,69
國立臺北科技大學,資訊與財金管理系,總級分(70),1,69
國立臺灣科技大學,企業管理系,總級分(68),1,70
國立臺灣科技大學,資訊管理系,總級分(70),1,70
國立臺北科技大學,資訊與財金管理系,總級分(70),1,70
國立政治大學,金融學系,國文英文數學(44),1,70
國立成功大學,會計學系,"超篩總級分(73),英文+數學(30)",1,70
國立中央大學,經濟學系,"超篩總級分(72),國文+英文+數學(42)",1,70
